Latitude (decimal degrees): 67.554
Longitude (decimal degrees): 133.390
Elevation (m): 141.0
month,year
1,2019
2,2005
3,2016
4,2008
5,2017
6,2010
7,2010
8,2009
9,2008
10,2013
11,2013
12,2017
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20100702:0900,27.5,25.65,326.4,487.59,142.35,344.0,2.21,135.0,98969.0
20100702:1000,26.31,31.95,231.6,378.37,123.35,346.1,1.72,120.0,98910.0
20100702:1100,24.77,37.75,137.95,174.61,103.05,346.9,1.86,112.0,98930.0
20100702:1200,23.18,42.6,89.7,192.07,65.75,339.35,1.86,114.0,98939.0
20100702:1300,21.35,48.45,49.0,213.19,35.0,329.35,1.86,115.0,98939.0
20100702:1400,19.4,55.45,16.65,0.0,16.65,324.5,1.72,118.0,98969.0
20100702:1500,17.59,62.25,6.0,0.0,6.0,321.6,1.59,122.0,98959.0
20100702:1600,16.14,67.85,4.15,0.0,4.15,318.9,1.52,132.0,98959.0
20100702:1700,15.17,71.0,13.55,44.0,11.35,312.95,1.59,138.0,99008.0
20100702:1800,14.67,74.0,39.8,169.69,22.4,309.1,1.52,143.0,99008.0
20100702:1900,15.25,75.65,88.75,308.85,35.4,310.25,1.38,154.0,99048.0
20100702:2000,17.05,67.85,156.25,403.01,53.15,312.75,1.31,167.0,99116.0
20100702:2100,19.27,59.6,239.7,490.56,69.9,316.05,1.31,174.0,99107.0
20100702:2200,21.41,51.25,328.75,533.24,95.45,322.8,1.66,183.0,99067.0
20100702:2300,23.41,44.75,424.8,606.7,107.05,326.85,1.86,192.0,99107.0
20100703:0000,25.21,38.35,493.1,572.19,151.1,334.35,2.21,198.0,99107.0
20100703:0100,26.62,31.7,537.45,495.11,212.25,343.05,2.55,202.0,99116.0
20100703:0200,27.6,26.55,566.2,443.05,257.95,349.6,2.76,202.0,99097.0
20100703:0300,28.15,24.4,544.0,327.95,310.55,356.55,2.76,200.0,99097.0
20100703:0400,28.59,23.2,536.85,296.09,328.4,362.3,2.69,198.0,99107.0
20100703:0500,28.88,22.65,505.95,265.24,327.5,364.8,2.55,195.0,99116.0
20100703:0600,29.06,22.55,470.65,296.4,286.8,360.75,2.34,195.0,99126.0
20100703:0700,29.07,23.5,393.7,281.69,238.75,367.7,1.86,205.0,99116.0
20100703:0800,29.08,24.4,361.45,373.89,186.85,363.1,1.45,210.0,99156.0
20100703:0900,28.78,29.55,311.35,479.38,130.8,360.55,0.83,219.0,99156.0
20100703:1000,27.83,45.35,223.3,465.65,90.5,357.1,0.28,27.0,99126.0
20100703:1100,27.32,37.35,176.25,591.0,58.7,340.15,1.03,49.0,99166.0
20100703:1200,25.18,50.15,102.25,529.38,36.8,340.9,1.31,59.0,99215.0
20100703:1300,22.76,61.5,50.45,336.33,28.75,334.75,1.17,71.0,99215.0
20100703:1400,23.21,44.9,14.75,0.0,14.75,331.25,0.9,72.0,99274.0
20100703:1500,22.21,46.5,4.95,0.0,4.95,332.8,0.48,63.0,99293.0
20100703:1600,21.52,48.25,3.4,0.0,3.4,336.65,0.07,111.0,99303.0
20100703:1700,19.62,56.4,10.8,7.21,10.45,334.95,0.76,224.0,99362.0
20100703:1800,17.28,68.25,29.5,30.67,26.4,331.45,1.24,250.0,99411.0
20100703:1900,16.29,71.7,64.1,54.6,54.75,326.25,1.59,287.0,99480.0
20100703:2000,17.24,68.35,125.95,179.47,80.3,326.45,1.31,306.0,99569.0
20100703:2100,18.37,64.7,194.5,249.19,108.6,325.1,1.24,321.0,99638.0
20100703:2200,19.5,59.45,282.45,325.01,140.7,325.3,1.31,332.0,99638.0
20100703:2300,20.79,56.1,380.3,424.07,158.75,333.75,1.17,337.0,99647.0
20100704:0000,22.42,51.75,489.85,571.08,149.25,333.2,1.24,340.0,99618.0
20100704:0100,23.96,47.85,573.75,689.2,121.9,333.25,1.1,342.0,99608.0
20100704:0200,25.57,43.75,669.8,849.51,79.7,337.65,1.1,340.0,99579.0
20100704:0300,26.94,39.9,702.15,871.95,82.35,343.4,1.17,341.0,99579.0
20100704:0400,28.02,36.5,704.9,885.57,82.3,348.45,1.17,353.0,99529.0
20100704:0500,28.83,33.95,681.85,891.4,82.95,352.1,1.24,12.0,99520.0
20100704:0600,29.37,32.05,634.2,894.92,79.9,354.8,1.38,28.0,99480.0
20100704:0700,29.6,32.25,563.8,887.21,76.55,357.1,1.93,20.0,99470.0
20100704:0800,29.6,31.35,476.8,869.07,71.75,357.7,2.0,19.0,99461.0
20100704:0900,29.32,31.55,379.7,836.08,65.6,357.3,2.0,17.0,99490.0
20100704:1000,28.58,35.25,280.9,784.35,58.0,355.2,1.72,12.0,99470.0
20100704:1100,27.18,41.85,188.45,706.47,48.7,352.1,1.72,6.0,99431.0
20100704:1200,25.67,47.2,110.3,594.07,37.55,346.7,1.93,7.0,99421.0
20100704:1300,24.14,52.25,53.15,449.77,24.7,342.25,2.0,12.0,99441.0
20100704:1400,22.6,57.85,12.25,0.0,12.25,338.6,1.93,20.0,99451.0
20100704:1500,20.87,65.9,4.1,0.0,4.1,335.9,1.66,29.0,99470.0
20100704:1600,18.82,77.2,2.65,0.0,2.65,332.6,1.38,33.0,99461.0
20100704:1700,18.24,76.5,12.1,77.65,8.45,328.75,1.1,31.0,99470.0
20100704:1800,17.5,80.0,37.3,177.92,19.6,326.65,1.03,37.0,99490.0
20100704:1900,17.52,82.9,84.8,307.64,32.6,327.6,1.03,50.0,99500.0
20100704:2000,19.19,74.9,154.8,436.12,44.55,328.95,0.76,46.0,99539.0
20100704:2100,21.35,66.05,241.85,545.76,54.55,331.45,0.83,48.0,99520.0
20100704:2200,23.43,56.7,338.45,634.25,62.75,336.3,1.03,58.0,99470.0
20100704:2300,25.32,48.5,436.25,703.86,69.5,342.25,1.17,67.0,99461.0
20100705:0000,27.03,42.6,526.25,755.25,76.85,348.05,1.24,71.0,99421.0
20100705:0100,28.6,37.65,603.45,800.51,79.65,353.7,1.38,74.0,99402.0
20100705:0200,29.92,33.2,660.55,834.67,81.75,359.05,1.38,76.0,99333.0
20100705:0300,31.0,29.25,691.8,856.98,83.6,363.45,1.45,82.0,99303.0
20100705:0400,31.75,26.55,690.5,863.39,84.4,367.9,1.38,88.0,99244.0
20100705:0500,32.25,25.0,661.9,865.45,81.3,370.8,1.24,91.0,99195.0
20100705:0600,32.6,23.8,611.3,853.0,83.8,375.4,1.1,100.0,99175.0
20100705:0700,33.21,21.65,456.3,654.12,97.7,383.15,0.83,116.0,99107.0
20100705:0800,33.34,21.0,442.85,761.29,88.8,382.15,0.76,116.0,99107.0
20100705:0900,32.93,23.0,333.6,688.68,75.6,382.95,0.62,79.0,99067.0
20100705:1000,32.02,28.75,245.95,610.11,73.25,382.75,0.9,41.0,98998.0
20100705:1100,30.58,36.4,169.6,614.91,48.7,378.9,1.1,54.0,99018.0
20100705:1200,28.31,47.0,89.65,407.69,40.25,365.8,1.24,86.0,98979.0
20100705:1300,26.19,49.55,42.6,311.13,23.35,368.65,1.38,117.0,98979.0
20100705:1400,24.05,54.35,12.2,0.0,12.2,359.25,1.45,137.0,98979.0
20100705:1500,22.15,58.3,3.5,0.0,3.5,346.3,1.59,148.0,98989.0
20100705:1600,20.64,62.05,2.1,0.0,2.1,342.65,1.66,156.0,98979.0
20100705:1700,19.48,65.9,7.7,0.0,7.7,338.0,1.59,160.0,98998.0
20100705:1800,18.81,69.65,35.7,169.74,19.1,334.55,1.52,159.0,99008.0
20100705:1900,18.93,66.3,83.55,307.46,31.9,330.7,1.31,150.0,99028.0
20100705:2000,20.04,62.4,152.25,430.24,44.2,332.25,0.9,150.0,99028.0
20100705:2100,22.0,55.65,240.35,545.12,54.15,333.6,0.76,150.0,99008.0
20100705:2200,24.14,48.05,337.35,634.55,62.5,337.05,0.83,143.0,98920.0
20100705:2300,26.17,41.75,435.9,706.71,68.7,343.2,0.97,139.0,98920.0
20100706:0000,28.05,36.4,526.65,762.41,74.1,349.2,1.17,140.0,98871.0
20100706:0100,29.67,32.05,604.3,806.01,78.0,355.05,1.31,141.0,98782.0
20100706:0200,31.01,27.95,662.25,840.4,80.55,360.4,1.38,133.0,98743.0
20100706:0300,31.95,24.3,692.15,859.48,83.2,364.25,1.52,121.0,98664.0
20100706:0400,32.58,21.75,695.8,876.06,81.8,364.6,1.79,106.0,98605.0
20100706:0500,32.9,20.1,667.8,873.14,83.0,366.15,2.0,99.0,98507.0
20100706:0600,33.08,19.1,624.95,884.12,79.15,364.6,2.21,99.0,98458.0
20100706:0700,33.2,18.1,560.5,891.18,72.9,367.3,2.34,118.0,98389.0
20100706:0800,32.34,18.4,379.95,610.18,96.85,373.5,1.72,128.0,98359.0
20100706:0900,32.08,18.9,341.5,678.23,88.2,371.2,1.72,151.0,98340.0
20100706:1000,31.11,22.55,246.35,559.19,88.75,369.65,1.38,182.0,98231.0
20100706:1100,29.41,28.05,165.05,560.67,55.55,361.15,1.66,198.0,98261.0
20100706:1200,27.27,33.55,91.45,429.59,40.0,364.8,2.21,208.0,98251.0
20100706:1300,25.19,39.4,36.25,224.44,22.7,372.35,2.21,213.0,98202.0
20100706:1400,23.35,46.0,11.95,0.0,11.95,352.5,2.07,211.0,98192.0
20100706:1500,21.8,52.15,2.8,0.0,2.8,345.35,1.93,201.0,98133.0
20100706:1600,20.62,56.85,1.4,0.0,1.4,344.95,2.0,188.0,98123.0
20100706:1700,19.71,60.5,6.85,0.0,6.85,342.85,2.14,182.0,98123.0
20100706:1800,19.58,61.65,29.35,105.2,19.25,356.9,2.07,185.0,98123.0
20100706:1900,19.58,61.6,69.0,203.36,35.2,346.9,1.72,201.0,98143.0
20100706:2000,20.64,60.15,142.65,371.72,49.95,340.5,1.66,196.0,98153.0
20100706:2100,21.45,58.55,168.4,277.9,73.95,355.75,2.34,200.0,98192.0
20100706:2200,22.37,56.3,262.15,334.18,117.95,356.9,3.17,212.0,98251.0
20100706:2300,23.45,53.35,340.8,343.79,162.7,362.9,2.83,221.0,98202.0
20100707:0000,24.15,51.4,333.8,184.53,224.55,376.75,2.55,224.0,98212.0
20100707:0100,24.15,51.9,324.0,108.36,253.4,381.65,2.28,232.0,98192.0
20100707:0200,24.51,51.35,322.75,84.32,264.5,386.2,1.86,238.0,98172.0
20100707:0300,24.99,49.75,353.65,110.36,275.6,389.3,1.66,226.0,98123.0
20100707:0400,25.0,49.65,405.0,196.67,267.4,388.75,2.28,201.0,98133.0
20100707:0500,23.27,59.0,418.25,205.73,280.7,384.7,2.28,204.0,98113.0
20100707:0600,21.81,69.75,243.8,38.63,220.0,395.65,1.31,231.0,98104.0
20100707:0700,22.59,62.5,274.95,101.2,219.7,398.95,1.17,225.0,98133.0
20100707:0800,20.16,83.05,151.3,21.61,141.3,379.1,0.9,228.0,98241.0
20100707:0900,19.2,87.85,99.0,14.64,93.55,378.9,0.97,209.0,98300.0
20100707:1000,18.16,97.0,29.55,2.67,28.8,381.0,1.1,238.0,98379.0
20100707:1100,17.8,98.65,33.9,0.52,33.8,375.8,1.03,251.0,98389.0
20100707:1200,17.64,98.6,40.55,0.85,40.45,371.0,1.03,246.0,98428.0
20100707:1300,16.85,97.5,15.3,0.0,15.3,376.2,1.31,256.0,98487.0
20100707:1400,16.37,98.7,5.5,0.0,5.5,381.0,1.1,252.0,98497.0
20100707:1500,16.07,99.2,0.95,0.0,0.95,385.45,0.83,254.0,98536.0
20100707:1600,15.82,99.45,0.35,0.0,0.35,384.85,0.48,258.0,98585.0
20100707:1700,16.0,96.3,1.35,0.0,1.35,384.1,0.0,330.0,98605.0
20100707:1800,15.47,99.0,3.6,0.0,3.6,385.45,0.55,60.0,98635.0
20100707:1900,15.73,96.65,10.0,0.0,10.0,381.6,0.14,172.0,98713.0
20100707:2000,15.34,98.75,18.5,2.02,18.0,376.75,0.48,51.0,98753.0
20100707:2100,15.42,97.8,34.25,0.0,34.25,376.6,1.03,49.0,98831.0
20100707:2200,14.71,98.2,30.8,0.0,30.8,372.7,1.24,52.0,98851.0
20100707:2300,14.16,98.25,33.85,0.0,33.85,370.6,1.66,56.0,98900.0
20100708:0000,14.26,95.25,114.45,17.19,104.3,367.7,1.72,52.0,98949.0
20100708:0100,14.48,98.75,164.25,61.08,124.55,365.25,1.72,40.0,98979.0
20100708:0200,14.4,98.2,155.6,56.28,116.8,367.15,1.93,25.0,98989.0
20100708:0300,13.98,97.3,179.6,38.04,152.75,365.8,2.28,18.0,99018.0
20100708:0400,13.35,98.2,166.9,54.2,129.05,362.3,2.21,16.0,99077.0
20100708:0500,12.57,97.15,156.1,73.2,107.25,364.25,2.41,11.0,99146.0
20100708:0600,12.42,95.2,177.55,92.29,120.8,362.7,2.34,3.0,99215.0
20100708:0700,12.44,92.45,154.95,127.78,85.35,358.45,2.48,0.0,99284.0
20100708:0800,11.64,90.25,132.05,122.55,75.5,355.0,2.55,360.0,99352.0
20100708:0900,10.69,88.7,121.3,117.44,77.75,352.65,2.62,3.0,99461.0
20100708:1000,10.02,87.2,96.4,96.58,69.45,349.0,2.55,2.0,99411.0
20100708:1100,9.34,86.05,68.4,49.39,58.9,349.8,2.62,4.0,99490.0
20100708:1200,8.55,85.55,40.25,19.72,37.95,342.65,2.69,7.0,99539.0
20100708:1300,8.01,85.2,20.1,7.01,19.7,343.6,2.55,6.0,99598.0
20100708:1400,7.51,85.45,8.75,0.0,8.75,332.05,2.34,4.0,99687.0
20100708:1500,7.2,85.3,1.2,0.0,1.2,339.15,2.34,3.0,99716.0
20100708:1600,6.99,85.2,0.2,0.0,0.2,341.5,2.21,1.0,99697.0
20100708:1700,6.79,85.35,2.8,0.0,2.8,333.4,2.07,0.0,99697.0
20100708:1800,6.75,84.9,9.75,0.0,9.75,337.8,2.0,3.0,99716.0
20100708:1900,7.21,85.75,52.9,116.12,34.05,295.6,1.86,3.0,99765.0
20100708:2000,7.6,83.7,91.35,171.83,49.15,318.9,1.86,7.0,99815.0
20100708:2100,8.15,81.3,158.15,245.84,75.5,318.55,1.86,12.0,99824.0
20100708:2200,8.84,78.65,227.8,237.28,126.25,322.6,1.79,12.0,99844.0
20100708:2300,9.69,75.75,322.1,283.08,176.4,317.2,1.79,14.0,99805.0
20100709:0000,10.86,72.2,414.15,371.32,195.55,319.9,1.72,19.0,99805.0
20100709:0100,11.95,69.15,427.4,303.44,230.65,329.0,1.72,25.0,99785.0
20100709:0200,13.02,66.7,464.7,306.46,253.9,337.8,1.72,28.0,99756.0
20100709:0300,13.76,65.4,422.15,157.15,311.45,349.6,1.86,30.0,99697.0
20100709:0400,14.58,63.2,424.45,150.65,319.45,349.4,1.93,36.0,99697.0
20100709:0500,15.17,61.45,355.4,97.23,290.65,362.3,1.72,41.0,99647.0
20100709:0600,15.39,60.55,259.5,34.71,238.2,366.55,1.86,32.0,99677.0
20100709:0700,13.34,75.5,109.45,0.09,109.4,363.1,1.66,347.0,99628.0
20100709:0800,13.47,74.5,150.7,17.61,142.6,356.55,1.86,349.0,99647.0
20100709:0900,13.53,74.45,146.0,11.91,141.6,349.95,2.0,348.0,99608.0
20100709:1000,13.51,75.2,122.3,13.69,118.5,346.5,1.93,349.0,99726.0
20100709:1100,13.01,78.45,82.55,36.18,75.65,333.75,1.72,346.0,99677.0
20100709:1200,12.67,79.25,44.65,7.84,43.75,345.55,1.59,346.0,99677.0
20100709:1300,12.23,79.5,18.65,7.25,18.25,349.4,1.72,347.0,99657.0
20100709:1400,11.69,79.4,7.2,0.0,7.2,344.95,2.07,357.0,99657.0
20100709:1500,11.16,79.15,0.0,-0.0,0.0,345.15,2.21,2.0,99608.0
20100709:1600,10.39,80.65,0.15,0.0,0.15,334.95,2.34,3.0,99588.0
20100709:1700,9.92,81.35,2.45,0.0,2.45,345.9,2.28,2.0,99588.0
20100709:1800,9.38,84.55,5.65,0.0,5.65,346.1,2.07,355.0,99588.0
20100709:1900,9.22,83.5,32.6,21.84,29.1,332.05,1.52,346.0,99608.0
20100709:2000,9.34,83.1,50.45,23.61,44.7,336.3,1.38,340.0,99638.0
20100709:2100,9.72,80.15,115.35,116.54,76.4,333.2,1.59,348.0,99608.0
20100709:2200,10.1,78.9,132.5,35.32,117.45,346.7,1.52,344.0,99677.0
20100709:2300,10.51,77.5,163.35,43.67,140.95,348.8,1.38,344.0,99677.0
20100710:0000,11.5,75.2,312.9,194.66,198.65,346.9,1.24,344.0,99667.0
20100710:0100,12.29,71.55,341.7,258.08,174.8,332.85,1.31,339.0,99638.0
20100710:0200,13.6,65.75,397.35,209.69,253.45,347.65,1.52,339.0,99628.0
20100710:0300,14.19,64.3,376.3,153.65,268.3,352.1,1.66,337.0,99618.0
20100710:0400,14.63,62.95,351.0,112.8,272.55,358.65,1.66,337.0,99608.0
20100710:0500,14.87,62.15,329.75,96.08,265.9,355.95,1.52,338.0,99598.0
20100710:0600,14.87,62.0,241.0,36.19,218.85,361.35,1.45,338.0,99618.0
20100710:0700,13.43,68.2,119.85,9.5,114.7,361.15,1.1,356.0,99657.0
20100710:0800,13.52,68.15,161.25,34.13,145.6,360.95,1.31,5.0,99667.0
20100710:0900,13.15,69.5,106.15,3.53,104.85,358.05,1.59,14.0,99716.0
20100710:1000,12.71,72.05,93.6,79.4,71.7,351.9,1.66,21.0,99647.0
20100710:1100,12.35,73.1,92.0,232.89,48.0,346.9,1.72,25.0,99697.0
20100710:1200,11.52,76.8,44.4,162.38,26.05,333.75,1.66,23.0,99736.0
20100710:1300,10.74,79.05,22.6,85.48,18.05,333.95,1.72,19.0,99775.0
20100710:1400,10.09,80.35,5.15,0.0,5.15,343.05,1.66,16.0,99834.0
20100710:1500,9.5,81.75,0.0,-0.0,0.0,341.5,1.52,12.0,99864.0
20100710:1600,8.81,83.9,0.05,0.0,0.05,326.05,1.45,4.0,99903.0
20100710:1700,8.25,85.75,3.45,0.0,3.45,317.4,1.38,1.0,99923.0
20100710:1800,8.07,86.45,19.1,62.63,13.6,321.25,1.1,359.0,99943.0
20100710:1900,8.92,84.55,35.6,51.87,27.4,341.3,0.97,352.0,99992.0
20100710:2000,9.2,81.45,55.15,13.46,51.9,341.85,0.97,356.0,100021.0
20100710:2100,9.43,79.9,79.65,59.91,59.75,335.3,0.9,352.0,100021.0
20100710:2200,10.2,76.1,148.7,171.54,75.95,343.05,0.83,349.0,99962.0
20100710:2300,10.6,74.4,160.75,107.63,105.75,331.45,0.62,340.0,99972.0
20100711:0000,11.63,70.6,260.05,209.03,137.75,340.7,0.48,328.0,99992.0
20100711:0100,12.59,67.5,310.7,173.35,198.9,338.25,0.41,300.0,99962.0
20100711:0200,14.31,63.3,545.25,539.67,175.8,322.2,0.48,286.0,99962.0
20100711:0300,15.17,61.6,508.35,465.92,181.6,329.35,0.62,288.0,99923.0
20100711:0400,15.75,60.05,395.2,273.73,205.25,335.5,0.9,281.0,99903.0
20100711:0500,16.2,58.2,360.25,197.59,229.25,360.55,0.83,287.0,99864.0
20100711:0600,16.06,58.35,223.35,71.32,179.8,352.5,0.48,286.0,99854.0
20100711:0700,16.95,54.9,243.2,91.43,193.8,363.1,0.34,14.0,99844.0
20100711:0800,17.18,54.45,268.4,203.21,175.55,356.55,0.28,86.0,99844.0
20100711:0900,17.1,55.8,223.3,258.13,128.8,351.15,0.48,133.0,99864.0
20100711:1000,16.8,60.2,204.35,362.88,104.9,326.65,0.55,163.0,99815.0
20100711:1100,16.42,65.65,158.2,491.29,66.3,322.4,0.48,196.0,99815.0
20100711:1200,15.61,74.1,83.05,316.58,47.9,322.95,0.83,228.0,99824.0
20100711:1300,14.01,81.7,37.35,168.11,28.75,309.85,1.03,251.0,99844.0
20100711:1400,13.5,79.6,9.0,0.0,9.0,331.85,0.83,269.0,99874.0
20100711:1500,13.3,78.2,0.0,-0.0,0.0,332.8,0.76,292.0,99893.0
20100711:1600,12.36,81.75,0.0,0.0,0.0,326.45,0.83,318.0,99913.0
20100711:1700,11.29,85.3,3.3,0.0,3.3,321.45,0.97,336.0,99952.0
20100711:1800,10.56,87.7,21.05,46.19,17.1,320.1,1.17,351.0,99943.0
20100711:1900,10.93,80.8,70.15,229.78,34.35,301.0,1.59,24.0,99972.0
20100711:2000,12.07,77.8,111.75,217.61,59.7,315.25,1.31,21.0,99992.0
20100711:2100,13.49,71.3,160.1,228.94,84.55,331.45,1.31,24.0,100041.0
20100711:2200,14.45,66.35,207.05,219.76,114.3,336.3,1.45,33.0,100021.0
20100711:2300,15.58,60.45,304.75,302.92,150.55,332.25,1.66,41.0,100002.0
20100712:0000,16.78,54.5,440.2,499.72,148.8,321.8,1.79,50.0,99962.0
20100712:0100,17.63,51.6,517.8,590.81,137.85,320.3,1.66,52.0,99933.0
20100712:0200,18.49,49.7,617.4,701.71,138.25,321.05,1.66,51.0,99903.0
20100712:0300,19.15,48.5,656.8,728.19,147.35,321.45,1.66,48.0,99854.0
20100712:0400,19.47,47.95,609.75,603.14,192.2,333.0,1.59,44.0,99834.0
20100712:0500,19.52,48.0,502.95,480.52,185.15,345.55,1.52,42.0,99775.0
20100712:0600,19.53,47.8,413.7,362.25,193.1,353.65,1.24,38.0,99775.0
20100712:0700,19.8,48.8,428.3,465.06,177.8,348.6,1.45,31.0,99726.0
20100712:0800,19.4,50.4,316.7,351.28,156.8,342.65,1.86,36.0,99726.0
20100712:0900,18.66,54.05,226.5,288.49,121.4,356.55,2.41,41.0,99736.0
20100712:1000,17.21,60.8,143.45,242.49,77.45,348.25,2.69,37.0,99647.0
20100712:1100,15.78,67.45,98.1,243.69,53.0,346.3,2.34,34.0,99716.0
20100712:1200,14.7,72.8,52.2,114.74,39.7,347.1,1.79,32.0,99716.0
20100712:1300,13.91,76.0,16.25,10.21,15.75,349.4,1.45,27.0,99746.0
20100712:1400,13.34,76.85,5.15,0.0,5.15,346.3,1.17,17.0,99736.0
20100712:1500,11.92,84.8,0.0,-0.0,0.0,320.45,1.1,356.0,99756.0
20100712:1600,11.2,88.2,0.0,-0.0,0.0,336.85,1.1,343.0,99736.0
20100712:1700,10.56,89.85,2.5,0.0,2.5,322.95,1.1,334.0,99756.0
20100712:1800,10.16,91.0,18.85,70.99,12.95,315.25,1.1,329.0,99765.0
20100712:1900,10.53,91.0,49.05,126.12,29.7,314.5,1.1,320.0,99775.0
20100712:2000,12.24,87.1,107.75,236.62,51.7,324.5,0.55,324.0,99795.0
20100712:2100,13.21,83.9,149.75,263.14,63.5,323.55,0.48,328.0,99795.0
20100712:2200,14.61,74.3,261.2,435.46,78.35,312.75,0.62,351.0,99716.0
20100712:2300,15.66,67.2,317.3,427.61,100.5,310.05,0.69,5.0,99756.0
20100713:0000,16.99,59.5,429.65,543.53,113.8,316.05,0.76,16.0,99746.0
20100713:0100,18.11,52.65,513.5,634.92,106.4,312.8,0.76,25.0,99726.0
20100713:0200,19.15,48.95,633.6,803.38,86.5,318.75,0.69,20.0,99677.0
20100713:0300,19.88,47.45,660.4,785.28,112.4,320.45,0.76,10.0,99677.0
20100713:0400,20.39,46.7,639.2,767.56,109.15,329.35,0.97,12.0,99657.0
20100713:0500,20.35,46.55,458.65,426.66,177.2,347.45,0.97,16.0,99628.0
20100713:0600,20.47,45.85,394.35,262.5,234.95,366.75,0.9,13.0,99638.0
20100713:0700,21.19,44.8,381.7,385.37,174.8,361.75,0.83,21.0,99598.0
20100713:0800,21.16,44.85,329.3,423.93,137.1,354.6,0.48,31.0,99618.0
20100713:0900,21.08,45.75,321.05,649.68,85.6,331.45,0.14,15.0,99588.0
20100713:1000,20.41,55.8,231.2,620.7,63.5,326.45,0.21,293.0,99559.0
20100713:1100,19.59,66.55,164.9,576.3,59.45,319.9,0.41,275.0,99529.0
20100713:1200,18.61,75.6,84.0,348.5,46.8,335.1,0.83,261.0,99569.0
20100713:1300,16.91,82.85,40.55,376.02,23.0,313.5,1.03,264.0,99559.0
20100713:1400,15.38,85.65,7.7,0.0,7.7,308.3,1.03,266.0,99569.0
20100713:1500,15.45,82.3,0.0,-0.0,0.0,304.45,0.83,271.0,99549.0
20100713:1600,15.35,81.8,0.0,-0.0,0.0,300.2,0.69,282.0,99569.0
20100713:1700,14.68,82.95,3.2,0.0,3.2,300.0,0.55,278.0,99579.0
20100713:1800,14.27,83.05,24.75,113.51,15.6,304.85,0.48,256.0,99647.0
20100713:1900,13.68,82.85,62.6,165.93,37.55,304.05,0.41,228.0,99608.0
20100713:2000,13.92,83.1,126.85,297.26,57.15,306.4,0.21,175.0,99647.0
20100713:2100,15.78,82.8,224.3,518.21,55.65,303.1,0.28,164.0,99608.0
20100713:2200,18.12,71.15,308.3,541.57,82.1,311.4,0.41,151.0,99579.0
20100713:2300,19.95,59.65,394.65,566.18,108.8,319.9,0.55,146.0,99579.0
20100714:0000,21.43,51.25,496.8,694.45,94.7,323.15,0.76,148.0,99559.0
20100714:0100,22.52,44.95,580.75,768.4,89.6,329.55,1.03,165.0,99529.0
20100714:0200,23.27,42.05,640.05,819.64,83.45,330.9,1.1,183.0,99490.0
20100714:0300,23.88,41.35,671.4,844.34,83.75,333.4,1.1,206.0,99480.0
20100714:0400,24.38,41.0,680.3,867.58,82.75,336.45,0.97,231.0,99441.0
20100714:0500,24.78,40.0,643.05,845.54,86.8,340.5,0.97,258.0,99421.0
20100714:0600,24.88,39.2,524.65,589.99,167.45,354.0,0.97,262.0,99411.0
20100714:0700,25.39,39.25,434.55,517.91,157.45,361.35,0.69,258.0,99372.0
20100714:0800,25.33,40.0,369.35,522.64,133.4,361.9,0.62,260.0,99372.0
20100714:0900,24.95,45.95,310.0,506.79,127.35,355.0,0.34,255.0,99343.0
20100714:1000,23.84,57.1,201.45,328.08,113.5,355.55,0.0,151.0,99284.0
20100714:1100,23.02,66.85,133.2,251.42,87.75,350.55,0.48,147.0,99313.0
20100714:1200,21.4,78.2,71.15,153.69,55.1,349.8,0.62,164.0,99293.0
20100714:1300,19.88,80.4,30.45,39.54,28.7,346.1,0.76,178.0,99313.0
20100714:1400,18.18,84.1,7.35,0.0,7.35,337.25,1.03,184.0,99333.0
20100714:1500,16.77,86.85,0.0,-0.0,0.0,332.4,1.17,188.0,99313.0
20100714:1600,15.57,89.0,0.0,-0.0,0.0,326.05,1.38,190.0,99323.0
20100714:1700,14.36,91.45,2.55,0.0,2.55,324.15,1.45,193.0,99343.0
20100714:1800,13.84,91.75,22.6,102.55,14.6,318.9,1.45,196.0,99352.0
20100714:1900,14.66,86.2,64.3,223.36,31.15,322.6,1.45,197.0,99352.0
20100714:2000,16.39,80.55,132.45,393.77,41.1,321.05,1.38,193.0,99411.0
20100714:2100,18.62,71.25,219.3,518.2,51.9,324.7,1.24,191.0,99372.0
20100714:2200,20.58,63.45,313.8,603.56,63.1,325.85,1.31,194.0,99392.0
20100714:2300,22.35,56.4,400.55,621.77,88.0,331.05,1.45,195.0,99372.0
20100715:0000,24.03,49.8,492.3,689.36,94.65,335.9,1.66,194.0,99343.0
20100715:0100,25.54,43.65,568.5,719.97,109.8,343.45,1.86,197.0,99323.0
20100715:0200,26.79,38.2,628.85,776.64,103.0,345.9,2.14,202.0,99274.0
20100715:0300,27.71,33.9,659.55,787.47,113.0,351.15,2.41,210.0,99254.0
20100715:0400,28.31,31.35,663.1,796.02,116.35,355.2,2.55,217.0,99195.0
20100715:0500,28.71,30.1,639.45,802.62,112.95,356.15,2.48,222.0,99166.0
20100715:0600,28.99,29.4,604.0,853.15,89.1,356.15,2.41,223.0,99146.0
20100715:0700,29.22,28.95,539.1,865.44,77.75,355.35,2.28,219.0,99107.0
20100715:0800,29.09,29.9,452.5,843.27,73.5,355.55,2.14,216.0,99097.0
20100715:0900,28.45,36.45,358.45,824.87,62.9,354.6,1.59,199.0,99067.0
20100715:1000,27.5,43.3,259.85,768.05,55.65,352.5,1.66,178.0,99018.0
